id,supplier_code,supplier_stock_level,supplier_backorder_eta,MSKU,ASIN,UPC,MPN,supplier_map_price,adjusted_supplier_unit_price,supplier_unit_price,supplier_pack_size,supplier_sold_by_increments,supplier_case_size,supplier_notes,supplier_item_description,supplier_unit_shipping_weight_in_pounds,supplier_status_code,misc1,misc2,misc3,misc4,misc5,supplier_sku,supplier_upcharge_pct,supplier_backorder_qty,brand,MSRP,updated_at,supplier_id,uploaded_at,case_upc,category_code,shelf_life
678326,ID1,0,NULL,NULL,NULL,00312547701280,NULL,NULL,2.66,7.98,1,3,6,8.5Z,"Listerine Antiseptic Mouthwash",NULL,NULL,NULL,NULL,NULL,NULL,NULL,14435,NULL,NULL,Listerine,4.29,"2020-03-11 12:26:34.631965",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678327,ID1,0,NULL,NULL,NULL,00312547427555,NULL,NULL,7.05,42.3,1,6,6,50.7Z,"Listerine Cool Mint Antiseptic Mouthwash",NULL,NULL,NULL,NULL,NULL,NULL,NULL,14443,NULL,NULL,Listerine,11.39,"2020-03-11 12:26:34.632029",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678328,ID1,804,NULL,NULL,NULL,00312547427357,NULL,NULL,5.48,32.88,1,6,6,33.8Z,"Listerine Antiseptic Mouthwash Cool Mint 1 liter (33.8 Fl. Oz)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,14451,NULL,NULL,Listerine,8.89,"2020-03-11 12:26:34.632093",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678329,ID1,0,NULL,NULL,NULL,00312547427258,NULL,NULL,3.96,11.879999999999999,1,3,6,16.9Z,"Listerine Cool Mint Antiseptic Mouthwash",NULL,NULL,NULL,NULL,NULL,NULL,NULL,14478,NULL,NULL,Listerine,6.39,"2020-03-11 12:26:34.632157",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678330,ID1,18,NULL,NULL,NULL,00312547427203,NULL,NULL,2.66,7.98,1,3,6,8.5Z,"Listerine Cool Mint Mouthwash 8.5oz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,14486,NULL,NULL,Listerine,4.29,"2020-03-11 12:26:34.632222",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678331,ID1,0,NULL,NULL,NULL,00312547428552,NULL,NULL,7.05,42.3,1,6,6,50.7Z,"Listerine Fresh Burst Antiseptic Mouthwash",NULL,NULL,NULL,NULL,NULL,NULL,NULL,14494,NULL,NULL,Listerine,11.39,"2020-03-11 12:26:34.632285",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678332,ID1,1326,NULL,NULL,NULL,00312547428354,NULL,NULL,5.48,32.88,1,6,6,33.8Z,"Listerine Antiseptic Rinse Fresh Mint 1 liter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,14508,NULL,NULL,Listerine,8.89,"2020-03-11 12:26:34.632348",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678333,ID1,0,NULL,NULL,NULL,00312547428255,NULL,NULL,3.96,11.879999999999999,1,3,6,16.9Z,"Listerine Fresh Burst Antiseptic Mouthwash",NULL,NULL,NULL,NULL,NULL,NULL,NULL,14516,NULL,NULL,Listerine,6.39,"2020-03-11 12:26:34.632412",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678334,ID1,24,NULL,NULL,NULL,00312547428200,NULL,NULL,2.66,7.98,1,3,6,8.5Z,"Listerine Fresh Burst Antiseptic Mouthwash",NULL,NULL,NULL,NULL,NULL,NULL,NULL,14524,NULL,NULL,Listerine,4.29,"2020-03-11 12:26:34.632475",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678335,ID1,341,NULL,NULL,NULL,00022200002547,NULL,NULL,3.19,9.57,1,3,24,5Z,"MENN SKN BRACR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,16160,NULL,NULL,"Skin Bracer",5.19,"2020-03-11 12:26:34.632539",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678336,ID1,24,NULL,NULL,NULL,00032700911058,NULL,NULL,2.85,8.55,1,3,24,24Z,"Hartz Nutrition Bonanza Tropical Fruit Blend Parakeet Gourmet Diet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,16381,NULL,NULL,Hartz,5.99,"2020-03-11 12:26:34.632603",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678337,ID1,0,NULL,NULL,NULL,00032700911041,NULL,NULL,2.85,8.55,1,3,24,"28 OZ","Hartz Nutrition Bonanza Vegetable Blend Parakeet Gourmet Diet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,16403,NULL,NULL,Hartz,5.99,"2020-03-11 12:26:34.632667",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678338,ID1,24,NULL,NULL,NULL,00032700911065,NULL,NULL,2.85,8.55,1,3,24,"24 OZ","Hartz Nutrition Bonanza Cockatiel Gourmet Diet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,16411,NULL,NULL,Hartz,5.99,"2020-03-11 12:26:34.632730",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678339,ID1,0,NULL,NULL,NULL,00032700911089,NULL,NULL,2.76,8.28,1,3,24,"23 Z","Hartz Bonanza Hamster & Gerbil Gourmet Diet 23oz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,16438,NULL,NULL,Hartz,5.99,"2020-03-11 12:26:34.632794",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678340,ID1,24,NULL,NULL,NULL,00037900990629,NULL,NULL,2.23,6.6899999999999995,1,3,24,8Z,"RONSON LIGHTER FUEL 8Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,17094,NULL,NULL,Ronson,4.19,"2020-03-11 12:26:34.632860",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678341,ID1,0,NULL,NULL,NULL,00037900990636,NULL,NULL,3.05,9.149999999999999,1,3,12,12Z,"RONSON LIGHTER FUEL 12Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,17213,NULL,NULL,Ronson,4.99,"2020-03-11 12:26:34.632936",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678342,ID1,907,NULL,NULL,NULL,00071662000080,NULL,NULL,0.61,1.83,1,3,48,"8 CT","CRAYOLA CRAYON  8'S",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18317,NULL,NULL,Crayola,1.29,"2020-03-11 12:26:34.633001",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678343,ID1,410,NULL,NULL,NULL,00071662000165,NULL,NULL,1.19,3.57,1,3,48,16CT,"CRAYOLA CRAYON 16CT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18325,NULL,NULL,Crayola,2.49,"2020-03-11 12:26:34.633065",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678344,ID1,1563,NULL,NULL,NULL,00073854008089,NULL,NULL,1.83,5.49,1,3,144,EA,"Bicycle Standard Playing Cards",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18449,NULL,NULL,"Bicycle Cards",3.49,"2020-03-11 12:26:34.633130",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678345,ID1,2707,NULL,NULL,NULL,00071662003203,NULL,NULL,0.5,1.5,1,3,36,"12 CT","CRAYOLA CHALK WHITE 12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18805,NULL,NULL,Crayola,0.99,"2020-03-11 12:26:34.633194",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678346,ID1,1602,NULL,NULL,NULL,00036800357075,NULL,NULL,1.77,1.77,1,1,144,120CT,"TC ENTERIC LOW DOSE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,19216,NULL,NULL,TopCare,3.29,"2020-03-11 12:26:34.633258",30,"2020-04-30 14:40:03.382430",NULL,NULL,NULL
678347,ID1,24,NULL,NULL,NULL,00079567100355,NULL,NULL,1.75,5.25,1,3,24,3Z,"3 IN 1 OIL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,19321,NULL,NULL,WD-40,3.49,"2020-03-11 12:26:34.633321",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678348,ID1,0,NULL,NULL,NULL,00073854009147,NULL,NULL,1.1,3.3000000000000003,1,3,144,EA,"Playing Cards - Aviator 1ct",NULL,NULL,NULL,NULL,NULL,NULL,NULL,19356,NULL,NULL,"Aviator Card",2.29,"2020-03-11 12:26:34.633385",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678349,ID1,24,NULL,NULL,NULL,00301490039427,NULL,NULL,5.77,17.31,1,3,12,12Z,"Pepto-Bismol Original Liquid",NULL,NULL,NULL,NULL,NULL,NULL,NULL,20788,NULL,NULL,"Pepto Bismol",9.29,"2020-03-11 12:26:34.633449",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678350,ID1,13,NULL,NULL,NULL,00072512070154,NULL,NULL,1.23,3.69,1,3,144,2PK,"PENTEL RSVP PEN BLACK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,21083,NULL,NULL,Pentel,2.49,"2020-03-11 12:26:34.633513",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678351,ID1,7,NULL,NULL,NULL,00072512070215,NULL,NULL,1.23,3.69,1,3,144,2PK,"PENTEL RSVP PEN BLUE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,21091,NULL,NULL,Pentel,2.49,"2020-03-11 12:26:34.633577",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678352,ID1,0,NULL,NULL,NULL,00047400115484,NULL,NULL,25.76,25.76,1,1,36,10CT,"Gill Excel Cart     10 10CT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,22330,NULL,NULL,Gillette,39.99,"2020-03-11 12:26:34.633640",30,"2020-04-30 14:40:03.382430",NULL,NULL,NULL
678353,ID1,24,NULL,NULL,NULL,00077326642252,NULL,NULL,4.64,13.919999999999998,1,3,12,2.25Z,"tom's of Maine Natural Woodspice Stick Deodorant",NULL,NULL,NULL,NULL,NULL,NULL,NULL,22462,NULL,NULL,"Tom's of Maine",7.49,"2020-03-11 12:26:34.633704",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678354,ID1,32,NULL,NULL,NULL,00381370033615,NULL,NULL,4.79,14.370000000000001,1,3,24,6.5Z,"J&J Clean & Clear Cream Cleanser",NULL,NULL,NULL,NULL,NULL,NULL,NULL,23280,NULL,NULL,"Clean & Clear",7.69,"2020-03-11 12:26:34.633770",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678355,ID1,0,NULL,NULL,NULL,00070896042262,NULL,NULL,1.4,4.199999999999999,1,3,144,EA,"WLT TIP SET STAR/ROUND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,23973,NULL,NULL,"Wilton Entrprse",1.99,"2020-03-11 12:26:34.633834",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678356,ID1,114,NULL,NULL,NULL,00070896042279,NULL,NULL,1.4,4.199999999999999,1,3,144,EA,"WLT TIP SET #5&18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,23981,NULL,NULL,"Wilton Entrprse",1.99,"2020-03-11 12:26:34.633897",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678357,ID1,9,NULL,NULL,NULL,00070896213587,NULL,NULL,3.33,9.99,1,3,90,EA,"WLT BAGS DISPOSABLE 12CT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,24074,NULL,NULL,"Wilton Entrprse",5.69,"2020-03-11 12:26:34.633963",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678358,ID1,408,NULL,NULL,NULL,00021200010231,NULL,NULL,1.04,3.12,1,3,144,1CT,"Scotch Magic Tape 3/4 x 300",NULL,NULL,NULL,NULL,NULL,NULL,NULL,24414,NULL,NULL,Scotch,1.99,"2020-03-11 12:26:34.634028",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678359,ID1,198,NULL,NULL,NULL,00070896282156,NULL,NULL,0.5,1.5,1,3,72,24CT,"WLT CANDLE CELEBRATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,24511,NULL,NULL,"Wilton Entrprse",0.79,"2020-03-11 12:26:34.634092",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678360,ID1,253,NULL,NULL,NULL,00076171320056,NULL,NULL,1.69,5.07,1,3,96,3CT,"Little Tree Vent Wrap Black Ice",NULL,NULL,NULL,NULL,NULL,NULL,NULL,25321,NULL,NULL,Car-Freshner,3.99,"2020-03-11 12:26:34.634156",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678361,ID1,24,NULL,NULL,NULL,00076171320018,NULL,NULL,1.69,10.14,1,6,96,3CT,"Little Tree Vent Wrap Carribean Colada",NULL,NULL,NULL,NULL,NULL,NULL,NULL,25348,NULL,NULL,"Car Freshner",3.99,"2020-03-11 12:26:34.634220",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678362,ID1,3903,NULL,NULL,NULL,00076171101891,NULL,NULL,0.66,1.98,1,3,144,1CT,"Little Tree New Car Scent Car Freshener",NULL,NULL,NULL,NULL,NULL,NULL,NULL,25402,NULL,NULL,"Car Freshner",1.79,"2020-03-11 12:26:34.634284",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678363,ID1,207,NULL,NULL,NULL,00076171103383,NULL,NULL,0.66,1.98,1,3,144,1CT,"Little Tree Cinnamon Apple Car Freshener",NULL,NULL,NULL,NULL,NULL,NULL,NULL,25445,NULL,NULL,"Car Freshner",1.79,"2020-03-11 12:26:34.634348",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678364,ID1,326,NULL,NULL,NULL,00051131642041,NULL,NULL,2.14,6.42,1,3,36,1CT,"3M Shipping Tape Clear 2" New 2x800",NULL,NULL,NULL,NULL,NULL,NULL,NULL,25704,NULL,NULL,Scotch,4.09,"2020-03-11 12:26:34.634412",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678365,ID1,24,NULL,NULL,NULL,00051131642058,NULL,NULL,2.14,6.42,1,3,36,1CT,"3M Mailing Tape Poly 2" x 800 New",NULL,NULL,NULL,NULL,NULL,NULL,NULL,25712,NULL,NULL,Scotch,4.09,"2020-03-11 12:26:34.634475",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678366,ID1,3790,NULL,NULL,NULL,00070330602687,NULL,NULL,1.93,5.79,1,3,72,2PK,"Bic Special Edition Lighter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,25747,NULL,NULL,BIC,4.29,"2020-03-11 12:26:34.634539",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678367,ID1,24,NULL,NULL,NULL,00048997011043,NULL,NULL,1.21,3.63,1,3,144,EA,"SOFT GRIP GLOVE-LG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,26239,NULL,NULL,"Soft Grip",2.29,"2020-03-11 12:26:34.634603",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678368,ID1,24,NULL,NULL,NULL,00048997011036,NULL,NULL,1.21,3.63,1,3,144,1CT,"Soft Grip Glove-Medium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,26247,NULL,NULL,"Soft Grip",2.29,"2020-03-11 12:26:34.634666",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678369,ID1,24,NULL,NULL,NULL,00048997011029,NULL,NULL,1.21,3.63,1,3,144,1CT,"Soft Grip Latex Glove Small/Medium/Large",NULL,NULL,NULL,NULL,NULL,NULL,NULL,26255,NULL,NULL,"Soft Grip",2.29,"2020-03-11 12:26:34.634729",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678370,ID1,0,NULL,NULL,NULL,00048997013030,NULL,NULL,1.34,4.0200000000000005,1,3,144,EA,"SENSI-SKN LTX MED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,26271,NULL,NULL,Sensi-Skn,2.49,"2020-03-11 12:26:34.634793",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678371,ID1,0,NULL,NULL,NULL,00048997013047,NULL,NULL,1.34,4.0200000000000005,1,3,144,EA,"SENSI-SKN LTX LRG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,26298,NULL,NULL,Sensi-Skn,2.49,"2020-03-11 12:26:34.634856",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678372,ID1,690,NULL,NULL,NULL,00043168910163,NULL,NULL,1.45,4.35,1,3,240,4W/2,"GE 4W BLUE NIGHT LT CD2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,27596,NULL,NULL,GeneralElectric,2.99,"2020-03-11 12:26:34.634921",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678373,ID1,137,NULL,NULL,NULL,00043168909884,NULL,NULL,1.45,4.35,1,3,240,4W/2,"GE 4W PINK NIGHT LT CD2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,27618,NULL,NULL,GeneralElectric,2.99,"2020-03-11 12:26:34.634985",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678374,ID1,0,NULL,NULL,NULL,00070652002653,NULL,NULL,0.83,2.4899999999999998,1,3,36,22Z,"Arrow Plastic Sip-A-Bowl 22oz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,27952,NULL,NULL,"Arrow Products",1.59,"2020-03-11 12:26:34.635051",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678375,ID1,126,NULL,NULL,NULL,00043168909570,NULL,NULL,1.84,5.5200000000000005,1,3,12,"2 PK","Ge 40w Appliance Bulb 2 Pk",NULL,NULL,NULL,NULL,NULL,NULL,NULL,30929,NULL,NULL,GeneralElectric,3.99,"2020-03-11 12:26:34.635115",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678376,ID1,0,NULL,NULL,NULL,00073854003510,NULL,NULL,1.59,4.7700000000000005,1,3,24,EA,"PLAY CARD COKE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,31550,NULL,NULL,"U.S. PlayingCrd",3.29,"2020-03-11 12:26:34.635178",30,"2020-07-06 07:45:01.317109",NULL,NULL,NULL
678377,ID1,24,NULL,NULL,NULL,00310119020906,NULL,NULL,5.47,16.41,1,3,24,.5Z,"Opcon-A Allergy Relief Eye Drops",NULL,NULL,NULL,NULL,NULL,NULL,NULL,31585,NULL,NULL,"Bausch & Lomb",8.79,"2020-03-11 12:26:34.635241",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678378,ID1,24,NULL,NULL,NULL,00312843363052,NULL,NULL,4.33,4.33,1,1,12,12Z,"Phillips Milk of Magnesia Laxative & Antacid in Mint Flavor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,31933,NULL,NULL,Phillips,6.69,"2020-03-11 12:26:34.635305",30,"2020-04-30 15:04:56.140122",NULL,NULL,NULL
678379,ID1,0,NULL,NULL,NULL,00022700093915,NULL,NULL,4.46,8.92,1,2,72,5707,"Cover Girl Classic Color Blush  570 Natural Glow .3 oz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,32417,NULL,NULL,Covergirl,7.99,"2020-03-11 12:26:34.635368",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678380,ID1,30,NULL,NULL,NULL,00041554530179,NULL,NULL,2.26,4.52,1,2,72,59TC,"Maybelline Expert Eyes Twin Brow & Eye Pencils Velvet Black .06 oz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,33278,NULL,NULL,Maybelline,3.49,"2020-03-11 12:26:34.635433",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678381,ID1,24,NULL,NULL,NULL,00031600101118,NULL,NULL,2.81,8.43,1,3,144,1.125Z,"POLISH SMALL BLACK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,34444,NULL,NULL,Kiwi,5.29,"2020-03-11 12:26:34.635496",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678382,ID1,72,NULL,NULL,NULL,00076753702669,NULL,NULL,1.85,5.550000000000001,1,3,72,1CT,"Bradshaw Jh Chop Sticks 6/Sets",NULL,NULL,NULL,NULL,NULL,NULL,NULL,35378,NULL,NULL,Bradshaw,3.99,"2020-03-11 12:26:34.635559",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678383,ID1,27,NULL,NULL,NULL,00076753706285,NULL,NULL,0.91,2.73,1,3,72,JH,"Bradshaw Jh Pill Minder",NULL,NULL,NULL,NULL,NULL,NULL,NULL,35483,NULL,NULL,Bradshaw,1.99,"2020-03-11 12:26:34.635623",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678384,ID1,137,NULL,NULL,NULL,00037000711087,NULL,NULL,3.46,10.379999999999999,1,3,12,6Z,"Secret Powder Fresh Aerosol Antiperspirant Deodorant",NULL,NULL,NULL,NULL,NULL,NULL,NULL,35726,NULL,NULL,Secret,5.69,"2020-03-11 12:26:34.635687",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678385,ID1,24,NULL,NULL,NULL,00031600101132,NULL,NULL,2.81,8.43,1,3,144,1.125Z,"Kiwi Brown Shoe Polish",NULL,NULL,NULL,NULL,NULL,NULL,NULL,36013,NULL,NULL,Kiwi,5.29,"2020-03-11 12:26:34.635750",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678386,ID1,69,NULL,NULL,NULL,00011509001627,NULL,NULL,2.74,8.22,1,3,24,15CT,"Sea-Bond Adhesive Uppers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,36269,NULL,NULL,"Sea Bond",4.39,"2020-03-11 12:26:34.635829",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678387,ID1,36,NULL,NULL,NULL,00041554530254,NULL,NULL,2.26,4.52,1,2,72,59TC,"Maybelline Expert Eyes Twin Brow & Eye Pencils Dark Brown .06 oz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,36374,NULL,NULL,Maybelline,3.49,"2020-03-11 12:26:34.635893",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678388,ID1,56,NULL,NULL,NULL,00011509001634,NULL,NULL,2.74,8.22,1,3,24,15CT,"Sea-Bond Adhesive Lowers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,36455,NULL,NULL,"Sea Bond",4.39,"2020-03-11 12:26:34.635957",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678389,ID1,211,NULL,NULL,NULL,00031600101200,NULL,NULL,2.81,8.43,1,3,144,1.125Z,"Kiwi Cordovan Shoe Polish",NULL,NULL,NULL,NULL,NULL,NULL,NULL,37125,NULL,NULL,Kiwi,5.29,"2020-03-11 12:26:34.636021",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678390,ID1,5213,NULL,NULL,NULL,00041333844015,NULL,NULL,7.59,22.77,1,3,40,"8 CT","Duracell Coppertop AAA 8CT Alkaline Batteries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,37257,NULL,NULL,Duracell,12.49,"2020-03-11 12:26:34.636088",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678391,ID1,285,NULL,NULL,NULL,00031600101149,NULL,NULL,2.81,8.43,1,3,144,1.125Z,"Kiwi Neutral Shoe Polish",NULL,NULL,NULL,NULL,NULL,NULL,NULL,38091,NULL,NULL,Kiwi,5.29,"2020-03-11 12:26:34.636152",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678392,ID1,2,NULL,NULL,NULL,00041554530667,NULL,NULL,2.26,4.52,1,2,72,59TC,"Maybelline Expert Eyes Twin Brow & Eye Pencils Medium Brown .06 oz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,38296,NULL,NULL,Maybelline,3.49,"2020-03-11 12:26:34.636216",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678393,ID1,24,NULL,NULL,NULL,00047400141490,NULL,NULL,1.66,4.9799999999999995,1,3,12,7Z,"Gillette Satin Care Sensitive Shave Gel 7z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,38318,NULL,NULL,Gillette,2.69,"2020-03-11 12:26:34.636280",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678394,ID1,24,NULL,NULL,NULL,00047400141506,NULL,NULL,1.66,4.9799999999999995,1,3,12,7Z,"Gillette Satin Care Dry Skin Shave Gel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,38334,NULL,NULL,Gillette,2.69,"2020-03-11 12:26:34.636344",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678395,ID1,0,NULL,NULL,NULL,00031600101125,NULL,NULL,2.81,8.43,1,3,144,1.125Z,"Kiwi Tan Shoe Polish",NULL,NULL,NULL,NULL,NULL,NULL,NULL,38776,NULL,NULL,Kiwi,5.29,"2020-03-11 12:26:34.636408",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678396,ID1,148,NULL,NULL,NULL,00016500079095,NULL,NULL,7.42,7.42,1,1,24,60CT,"Flintstones Childrens Multivitamin Supplement w/ Iron Chewable Tabs",NULL,NULL,NULL,NULL,NULL,NULL,NULL,42811,NULL,NULL,Flintstone,11.99,"2020-03-11 12:26:34.636472",30,"2020-04-30 15:04:56.140122",NULL,NULL,NULL
678397,ID1,108,NULL,NULL,NULL,00043100452102,NULL,NULL,0.93,2.79,1,3,144,80CT,"MEMO BK REFILL 4X2.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,45640,NULL,NULL,Mead,1.99,"2020-03-11 12:26:34.636536",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678398,ID1,24,NULL,NULL,NULL,00011171030192,NULL,NULL,2,6,1,3,12,417240,"Butler Cellulose Dish Wand",NULL,NULL,NULL,NULL,NULL,NULL,NULL,46671,NULL,NULL,Butler,3.99,"2020-03-11 12:26:34.636600",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678399,ID1,102,NULL,NULL,NULL,00011171020193,NULL,NULL,1.91,5.7299999999999995,1,3,12,1CT,"Butler Dish Wand Cello",NULL,NULL,NULL,NULL,NULL,NULL,NULL,46698,NULL,NULL,Butler,3.99,"2020-03-11 12:26:34.636664",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678400,ID1,24,NULL,NULL,NULL,00011171030543,NULL,NULL,2.53,7.59,1,3,12,410310,"Butler Power Brush Angle Bowl Brush",NULL,NULL,NULL,NULL,NULL,NULL,NULL,46744,NULL,NULL,Butler,4.99,"2020-03-11 12:26:34.636729",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678401,ID1,0,NULL,NULL,NULL,00381370030720,NULL,NULL,3.57,10.709999999999999,1,3,24,15Z,"Johnson & Johnson Baby Medicated Powder",NULL,NULL,NULL,NULL,NULL,NULL,NULL,46841,NULL,NULL,"J&J Baby",5.79,"2020-03-11 12:26:34.636793",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678402,ID1,1064,NULL,NULL,NULL,00074108800527,NULL,NULL,2.78,2.78,1,1,24,EA,"CONAIR PROF A/P BRUSH 1ct",NULL,NULL,NULL,NULL,NULL,NULL,NULL,48119,NULL,NULL,Conair,5.99,"2020-03-11 12:26:34.636857",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678403,ID1,72,NULL,NULL,NULL,00074108800503,NULL,NULL,2.78,2.78,1,1,24,EA,"CONAIR PROF VENT BRUSH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,48127,NULL,NULL,Conair,5.99,"2020-03-11 12:26:34.636932",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678404,ID1,253,NULL,NULL,NULL,00031600117119,NULL,NULL,2.8,8.399999999999999,1,3,48,2.5FOZ,"Kiwi White Leather Shoe Whitener",NULL,NULL,NULL,NULL,NULL,NULL,NULL,48216,NULL,NULL,Kiwi,5.29,"2020-03-11 12:26:34.636999",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
